74	1.63567
75	1.64269
76	1.61520
77	1.57565
78	1.59993
79	1.53452
80	1.55681
81	1.52932
82	1.46392
83	1.47067
84	1.44639
85	1.46967
86	1.46967
87	1.44218
88	1.40264
89	1.42591
90	1.40362
91	1.37958
92	1.31417
93	1.32093
94	1.29665
95	1.31993
96	1.29664
97	1.29242
98	1.29242
99	1.33643
100	1.37497
101	1.34748
102	1.33643
103	1.35295
104	1.39607
105	1.41836
106	1.36758
107	1.37460
108	1.38344
109	1.37669
110	1.35785
111	1.34132
112	1.34033
113	1.34554
114	1.36206
115	1.37669
116	1.42325
117	1.37669
118	1.38371
119	1.36042
120	1.38791
121	1.39222
122	1.34490
123	1.30279
124	1.26167
125	1.27920
126	1.27920
127	1.32553
128	1.36408
129	1.37028
130	1.33948
131	1.36507
132	1.38736
133	1.38736
134	1.38836
135	1.39258
136	1.36409
137	1.34783
138	1.35115
139	1.35478
140	1.29295
141	1.29295
142	1.31524
143	1.31524
144	1.32144
145	1.31945
146	1.32044
147	1.35998
148	1.31787
149	1.34016
150	1.34536
151	1.38490
152	1.31429
153	1.34015
154	1.36343
155	1.31735
156	1.29984
157	1.30011
158	1.29589
159	1.27937
160	1.27838
161	1.25609
162	1.28466
163	1.22106
164	1.19678
165	1.21661
166	1.24220
167	1.25774
168	1.28101
169	1.28201
170	1.28103
171	1.25874
172	1.24148
173	1.24580
174	1.24481
175	1.25001
176	1.28856
177	1.28956
178	1.26528
179	1.28856
180	1.26733
181	1.28260
182	1.23685
183	1.22131
184	1.26244
185	1.27897
186	1.30224
187	1.27475
188	1.25850
189	1.26370
190	1.26370
191	1.25263
192	1.21171
193	1.16960
194	1.15307
195	1.12880
196	1.17612
197	1.21823
198	1.25778
199	1.18717
200	1.21276
201	1.18872
202	1.20460
203	1.18131
204	1.22963
205	1.20404
206	1.22633
207	1.22633
208	1.20304
209	1.22732
210	1.23153
211	1.24259
212	1.26587
213	1.25892
214	1.27518
215	1.31829
216	1.34058
217	1.31309
218	1.24769
219	1.25444
220	1.25345
221	1.23016
222	1.27748
223	1.28854
224	1.27201
225	1.24774
226	1.29506
227	1.33460
228	1.28728
229	1.24516
230	1.21230
231	1.24986
232	1.25506
233	1.25004
234	1.24583
235	1.23451
236	1.27564
237	1.29216
238	1.31644
239	1.27432
240	1.27459
241	1.29787
242	1.29886
243	1.27459
244	1.25079
245	1.20644
246	1.19766
247	1.19766
248	1.18239
249	1.14827
250	1.14827
251	1.09749
252	1.10424
253	1.10325
254	1.07212
255	1.05686
256	1.09997
257	1.11551
258	1.13878
259	1.13978
260	1.01618
261	1.00486
262	1.04242
263	1.01493
264	1.01493
265	1.03377
266	1.03897
267	1.06483
268	1.05386
269	1.03503
270	0.94249
271	0.89451
272	0.81521
273	0.86154
274	0.87806
275	0.92538
276	0.96493
277	0.96394
278	0.94065
279	0.98377
280	0.95972
281	0.94320
282	0.89588
283	0.83047
284	0.87704
285	0.84370
286	0.80058
287	0.76178
288	0.76079
289	0.74114
290	0.76110
291	0.73881
292	0.76440
293	0.73881
294	0.76110
295	0.76210
296	0.71998
297	0.65301
298	0.62221
299	0.66878
300	0.59075
301	0.45334
302	0.53568
303	0.61357
304	0.60682
305	0.61357
306	0.57146
307	0.52934
308	0.48722
309	0.48722
310	0.51546
311	0.51448
312	0.49219
313	0.53852
314	0.57806
315	0.57708
316	0.55479
317	0.57708
318	0.58071
319	0.53415
320	0.60476
321	0.60044
322	0.58920
323	0.57037
324	0.55384
325	0.55806
326	0.57458
327	0.62792
328	0.60563
329	0.62765
330	0.60337
331	0.62665
332	0.59759
333	0.57331
334	0.59314
335	0.56755
336	0.54871
337	0.47059
338	0.42227
339	0.43887
340	0.48000
341	0.51854
